state,station,fiscal_year,note,value,station_name,group,subgroup
Alabama,"Tuscaloosa, Alabama",2017,,10571.0,Tuscaloosa,Alabama,Tuscaloosa
Alabama,"Birmingham, Alabama",2017,,42512.0,Birmingham,Alabama,Birmingham
Alabama,"Anniston, Alabama",2017,,4255.0,Anniston,Alabama,Anniston
Arizona,"Yuma, Arizona",2017,,4605.0,Yuma,Arizona,Yuma
Arizona,"Winslow, Arizona",2017,,4187.0,Winslow,Arizona,Winslow
Arizona,"Williams Junction, Arizona",2017,,9672.0,Williams Junction,Arizona,Williams Junction
Arizona,"Tucson, Arizona",2017,,29146.0,Tucson,Arizona,Tucson
Arizona,"Maricopa, Arizona",2017,,11849.0,Maricopa,Arizona,Maricopa
Arizona,"Kingman, Arizona",2017,,9944.0,Kingman,Arizona,Kingman
Arizona,"Flagstaff, Arizona",2017,,39803.0,Flagstaff,Arizona,Flagstaff
Arizona,"Benson, Arizona",2017,,2036.0,Benson,Arizona,Benson
Arkansas,"Walnut Ridge, Arkansas",2017,,3486.0,Walnut Ridge,Arkansas,Walnut Ridge
Arkansas,"Texarkana, Arkansas",2017,,6231.0,Texarkana,Arkansas,Texarkana
Arkansas,"Malvern, Arkansas",2017,,1688.0,Malvern,Arkansas,Malvern
Arkansas,"Little Rock, Arkansas",2017,,20574.0,Little Rock,Arkansas,Little Rock
Arkansas,"Hope, Arkansas",2017,,1691.0,Hope,Arkansas,Hope
Arkansas,"Arkadelphia, Arkansas",2017,,1390.0,Arkadelphia,Arkansas,Arkadelphia
California,"Moreno Valley, California",2017,"Riverside, California",12029.0,Moreno Valley,California,Moreno Valley
California,"Wasco, California",2017,,41828.0,Wasco,California,Wasco
California,"Victorville, California",2017,,6292.0,Victorville,California,Victorville
California,"Ventura, California",2017,,67522.0,Ventura,California,Ventura
California,"Van Nuys, California",2017,,82417.0,Van Nuys,California,Van Nuys
California,"Turlock-Denair, California",2017,,29924.0,Turlock-Denair,California,Turlock-Denair
California,"Truckee, California",2017,,14879.0,Truckee,California,Truckee
California,"Suisun-Fairfield, California",2017,,164709.0,Suisun-Fairfield,California,Suisun-Fairfield
California,"Stockton (San Joaquin St.), California",2017,,297699.0,Stockton (San Joaquin St.),California,Stockton (San Joaquin St.)
California,"Stockton (Downtown), California",2017,,32266.0,Stockton (Downtown),California,Stockton (Downtown)
