state,station,fiscal_year,note,value,station_name,group,subgroup
Alabama,"Tuscaloosa, Alabama",2014,,11360.0,Tuscaloosa,Alabama,Tuscaloosa
Alabama,"Birmingham, Alabama",2014,,46610.0,Birmingham,Alabama,Birmingham
Alabama,"Anniston, Alabama",2014,,5200.0,Anniston,Alabama,Anniston
Arizona,"Yuma, Arizona",2014,,3772.0,Yuma,Arizona,Yuma
Arizona,"Winslow, Arizona",2014,,4428.0,Winslow,Arizona,Winslow
Arizona,"Williams Junction, Arizona",2014,,6025.0,Williams Junction,Arizona,Williams Junction
Arizona,"Tucson, Arizona",2014,,27917.0,Tucson,Arizona,Tucson
Arizona,"Maricopa, Arizona",2014,,12729.0,Maricopa,Arizona,Maricopa
Arizona,"Kingman, Arizona",2014,,9765.0,Kingman,Arizona,Kingman
Arizona,"Flagstaff, Arizona",2014,,39183.0,Flagstaff,Arizona,Flagstaff
Arizona,"Benson, Arizona",2014,,1961.0,Benson,Arizona,Benson
Arkansas,"Walnut Ridge, Arkansas",2014,,4046.0,Walnut Ridge,Arkansas,Walnut Ridge
Arkansas,"Texarkana, Arkansas",2014,,7853.0,Texarkana,Arkansas,Texarkana
Arkansas,"Malvern, Arkansas",2014,,1896.0,Malvern,Arkansas,Malvern
Arkansas,"Little Rock, Arkansas",2014,,19652.0,Little Rock,Arkansas,Little Rock
Arkansas,"Hope, Arkansas",2014,,1911.0,Hope,Arkansas,Hope
Arkansas,"Arkadelphia, Arkansas",2014,,1527.0,Arkadelphia,Arkansas,Arkadelphia
California,"Wasco, California",2014,,42159.0,Wasco,California,Wasco
California,"Victorville, California",2014,,6692.0,Victorville,California,Victorville
California,"Ventura, California",2014,,58938.0,Ventura,California,Ventura
California,"Van Nuys, California",2014,,79294.0,Van Nuys,California,Van Nuys
California,"Turlock-Denair, California",2014,,29197.0,Turlock-Denair,California,Turlock-Denair
California,"Truckee, California",2014,,10509.0,Truckee,California,Truckee
California,"Suisun-Fairfield, California",2014,,162062.0,Suisun-Fairfield,California,Suisun-Fairfield
California,"Stockton (San Joaquin St.), California",2014,,292818.0,Stockton (San Joaquin St.),California,Stockton (San Joaquin St.)
California,"Stockton (Downtown), California",2014,,41488.0,Stockton (Downtown),California,Stockton (Downtown)
California,"Sorrento Valley, California",2014,,9746.0,Sorrento Valley,California,Sorrento Valley
California,"Solana Beach, California",2014,,384547.0,Solana Beach,California,Solana Beach
California,"Simi Valley, California",2014,,46008.0,Simi Valley,California,Simi Valley
California,"Santa Clara (University), California",2014,,21732.0,Santa Clara (University),California,Santa Clara (University)
California,"Santa Barbara, California",2014,,319245.0,Santa Barbara,California,Santa Barbara
California,"Santa Ana, California",2014,,185327.0,Santa Ana,California,Santa Ana
California,"San Luis Obispo, California",2014,,110415.0,San Luis Obispo,California,San Luis Obispo
California,"San Juan Capistrano, California",2014,,226515.0,San Juan Capistrano,California,San Juan Capistrano
California,"San Jose, California",2014,,210297.0,San Jose,California,San Jose
California,"San Diego, California",2014,,700107.0,San Diego,California,San Diego
California,"San Diego-Old Town, California",2014,,196795.0,San Diego-Old Town,California,San Diego-Old Town
California,"San Clemente Pier, California",2014,,13206.0,San Clemente Pier,California,San Clemente Pier
California,"San Bernardino, California",2014,,12488.0,San Bernardino,California,San Bernardino
California,"Salinas, California",2014,,22204.0,Salinas,California,Salinas
California,"Sacramento, California",2014,,1022322.0,Sacramento,California,Sacramento
California,"Roseville, California",2014,,32539.0,Roseville,California,Roseville
California,"Rocklin, California",2014,,15414.0,Rocklin,California,Rocklin
California,"Richmond, California",2014,,241962.0,Richmond,California,Richmond
California,"Redding, California",2014,,13263.0,Redding,California,Redding
California,"Pomona, California",2014,,1616.0,Pomona,California,Pomona
California,"Paso Robles, California",2014,,12065.0,Paso Robles,California,Paso Robles
California,"Palm Springs, California",2014,,3068.0,Palm Springs,California,Palm Springs
California,"Oxnard, California",2014,,90334.0,Oxnard,California,Oxnard
California,"Ontario, California",2014,,4687.0,Ontario,California,Ontario
California,"Oceanside, California",2014,,412711.0,Oceanside,California,Oceanside
California,"Oakland, California",2014,,303431.0,Oakland,California,Oakland
California,"Oakland Coliseum, California",2014,,52260.0,Oakland Coliseum,California,Oakland Coliseum
California,"Needles, California",2014,,8386.0,Needles,California,Needles
California,"Moreno Valley, California",2014,,12105.0,Moreno Valley,California,Moreno Valley
California,"Moorpark, California",2014,,18616.0,Moorpark,California,Moorpark
California,"Modesto, California",2014,,122998.0,Modesto,California,Modesto
California,"Merced, California",2014,,129179.0,Merced,California,Merced
California,"Martinez, California",2014,,359755.0,Martinez,California,Martinez
California,"Madera, California",2014,,28993.0,Madera,California,Madera
California,"Los Angeles, California",2014,,1551090.0,Los Angeles,California,Los Angeles
California,"Lompoc-Surf, California",2014,,8097.0,Lompoc-Surf,California,Lompoc-Surf
California,"Lodi, California",2014,,9838.0,Lodi,California,Lodi
California,"Irvine, California",2014,,406451.0,Irvine,California,Irvine
California,"Hayward, California",2014,,35798.0,Hayward,California,Hayward
California,"Hanford, California",2014,,220144.0,Hanford,California,Hanford
California,"Guadalupe-Santa Maria, California",2014,,12162.0,Guadalupe-Santa Maria,California,Guadalupe-Santa Maria
California,"Grover Beach, California",2014,,19530.0,Grover Beach,California,Grover Beach
California,"Great America (Santa Clara), California",2014,,113189.0,Great America (Santa Clara),California,Great America (Santa Clara)
California,"Goleta, California",2014,,74359.0,Goleta,California,Goleta
California,"Glendale, California",2014,,48631.0,Glendale,California,Glendale
California,"Fullerton, California",2014,,336265.0,Fullerton,California,Fullerton
California,"Fresno, California",2014,,389543.0,Fresno,California,Fresno
California,"Fremont, California",2014,,34446.0,Fremont,California,Fremont
California,"Encinitas, California",2014,,7151.0,Encinitas,California,Encinitas
California,"Emeryville, California",2014,,578386.0,Emeryville,California,Emeryville
California,"Dunsmuir, California",2014,,5892.0,Dunsmuir,California,Dunsmuir
California,"Davis, California",2014,,358350.0,Davis,California,Davis
California,"Corcoran, California",2014,,34539.0,Corcoran,California,Corcoran
