state,station,fiscal_year,note,value,station_name,group,subgroup
Alabama,"Tuscaloosa, Alabama",2011,,12032.0,Tuscaloosa,Alabama,Tuscaloosa
Alabama,"Birmingham, Alabama",2011,,48196.0,Birmingham,Alabama,Birmingham
Alabama,"Anniston, Alabama",2011,,6694.0,Anniston,Alabama,Anniston
Arizona,"Yuma, Arizona",2011,,3386.0,Yuma,Arizona,Yuma
Arizona,"Winslow, Arizona",2011,,5399.0,Winslow,Arizona,Winslow
Arizona,"Williams Junction, Arizona",2011,,7646.0,Williams Junction,Arizona,Williams Junction
Arizona,"Tucson, Arizona",2011,,23340.0,Tucson,Arizona,Tucson
Arizona,"Maricopa, Arizona",2011,,9819.0,Maricopa,Arizona,Maricopa
Arizona,"Kingman, Arizona",2011,,10944.0,Kingman,Arizona,Kingman
Arizona,"Flagstaff, Arizona",2011,,41252.0,Flagstaff,Arizona,Flagstaff
Arizona,"Benson, Arizona",2011,,1208.0,Benson,Arizona,Benson
Arkansas,"Walnut Ridge, Arkansas",2011,,4311.0,Walnut Ridge,Arkansas,Walnut Ridge
Arkansas,"Texarkana, Arkansas",2011,,8646.0,Texarkana,Arkansas,Texarkana
Arkansas,"Malvern, Arkansas",2011,,1750.0,Malvern,Arkansas,Malvern
Arkansas,"Little Rock, Arkansas",2011,,23336.0,Little Rock,Arkansas,Little Rock
Arkansas,"Arkadelphia, Arkansas",2011,,1574.0,Arkadelphia,Arkansas,Arkadelphia
California,"Wasco, California",2011,,18209.0,Wasco,California,Wasco
California,"Victorville, California",2011,,6488.0,Victorville,California,Victorville
California,"Ventura, California",2011,,47457.0,Ventura,California,Ventura
California,"Van Nuys, California",2011,,74163.0,Van Nuys,California,Van Nuys
California,"Turlock-Denair, California",2011,,23454.0,Turlock-Denair,California,Turlock-Denair
California,"Truckee, California",2011,,8399.0,Truckee,California,Truckee
California,"Suisun-Fairfield, California",2011,,192471.0,Suisun-Fairfield,California,Suisun-Fairfield
California,"Stockton (San Joaquin St.), California",2011,,260115.0,Stockton (San Joaquin St.),California,Stockton (San Joaquin St.)
California,"Stockton (Downtown), California",2011,,38401.0,Stockton (Downtown),California,Stockton (Downtown)
California,"Solana Beach, California",2011,,443386.0,Solana Beach,California,Solana Beach
California,"Simi Valley, California",2011,,41136.0,Simi Valley,California,Simi Valley
California,"Santa Barbara, California",2011,,317617.0,Santa Barbara,California,Santa Barbara
California,"Santa Ana, California",2011,,170036.0,Santa Ana,California,Santa Ana
California,"San Luis Obispo, California",2011,,101659.0,San Luis Obispo,California,San Luis Obispo
California,"San Juan Capistrano, California",2011,,230481.0,San Juan Capistrano,California,San Juan Capistrano
California,"San Jose, California",2011,,224756.0,San Jose,California,San Jose
California,"San Diego, California",2011,,753739.0,San Diego,California,San Diego
California,"San Diego-Old Town, California",2011,,22867.0,San Diego-Old Town,California,San Diego-Old Town
California,"San Clemente Pier, California",2011,,9223.0,San Clemente Pier,California,San Clemente Pier
California,"San Bernardino, California",2011,,10552.0,San Bernardino,California,San Bernardino
California,"Salinas, California",2011,,18164.0,Salinas,California,Salinas
California,"Sacramento, California",2011,,1175046.0,Sacramento,California,Sacramento
California,"Roseville, California",2011,,67831.0,Roseville,California,Roseville
California,"Rocklin, California",2011,,36329.0,Rocklin,California,Rocklin
California,"Richmond, California",2011,,276114.0,Richmond,California,Richmond
California,"Redding, California",2011,,11440.0,Redding,California,Redding
California,"Pomona, California",2011,,1517.0,Pomona,California,Pomona
California,"Paso Robles, California",2011,,10122.0,Paso Robles,California,Paso Robles
California,"Palm Springs, California",2011,,5897.0,Palm Springs,California,Palm Springs
California,"Oxnard, California",2011,,78085.0,Oxnard,California,Oxnard
California,"Ontario, California",2011,,5422.0,Ontario,California,Ontario
California,"Oceanside, California",2011,,311834.0,Oceanside,California,Oceanside
California,"Oakland, California",2011,,379851.0,Oakland,California,Oakland
California,"Oakland Coliseum, California",2011,,22113.0,Oakland Coliseum,California,Oakland Coliseum
California,"Needles, California",2011,,8840.0,Needles,California,Needles
California,"Moreno Valley, California",2011,,11679.0,Moreno Valley,California,Moreno Valley
California,"Moorpark, California",2011,,13191.0,Moorpark,California,Moorpark
California,"Modesto, California",2011,,104647.0,Modesto,California,Modesto
California,"Metrolink Station Orange, California 92866",2011,,3025.0,Metrolink Station Orange,California,Metrolink Station Orange
California,"Merced, California",2011,,114401.0,Merced,California,Merced
California,"Martinez, California",2011,,446507.0,Martinez,California,Martinez
California,"Madera, California",2011,,21739.0,Madera,California,Madera
California,"Los Angeles, California",2011,,1606121.0,Los Angeles,California,Los Angeles
California,"Lompoc-Surf, California",2011,,5950.0,Lompoc-Surf,California,Lompoc-Surf
California,"Lodi, California",2011,,7422.0,Lodi,California,Lodi
California,"Laguna Niguel, California",2011,,2938.0,Laguna Niguel,California,Laguna Niguel
California,"Irvine, California",2011,,664263.0,Irvine,California,Irvine
California,"Hayward, California",2011,,30603.0,Hayward,California,Hayward
California,"Hanford, California",2011,,199291.0,Hanford,California,Hanford
California,"Guadalupe-Santa Maria, California",2011,,10649.0,Guadalupe-Santa Maria,California,Guadalupe-Santa Maria
California,"Grover Beach, California",2011,,17326.0,Grover Beach,California,Grover Beach
California,"Great America (Santa Clara), California",2011,,115989.0,Great America (Santa Clara),California,Great America (Santa Clara)
California,"Goleta, California",2011,,62310.0,Goleta,California,Goleta
California,"Glendale, California",2011,,39913.0,Glendale,California,Glendale
California,"Fullerton, California",2011,,436383.0,Fullerton,California,Fullerton
California,"Fresno, California",2011,,371875.0,Fresno,California,Fresno
California,"Fremont, California",2011,,43515.0,Fremont,California,Fremont
California,"Emeryville, California",2011,,583865.0,Emeryville,California,Emeryville
California,"Dunsmuir, California",2011,,5370.0,Dunsmuir,California,Dunsmuir
California,"Davis, California",2011,,443168.0,Davis,California,Davis
California,"Corcoran, California",2011,,27424.0,Corcoran,California,Corcoran
California,"Colfax, California",2011,,4036.0,Colfax,California,Colfax
California,"Chico, California",2011,,9843.0,Chico,California,Chico
California,"Chatsworth, California",2011,,52401.0,Chatsworth,California,Chatsworth
California,"Carpinteria, California",2011,,20064.0,Carpinteria,California,Carpinteria
California,"Camarillo, California",2011,,36686.0,Camarillo,California,Camarillo
California,"Burbank, California",2011,,47928.0,Burbank,California,Burbank
California,"Berkeley, California",2011,,142510.0,Berkeley,California,Berkeley
California,"Barstow, California",2011,,3870.0,Barstow,California,Barstow
California,"Bakersfield, California",2011,,476767.0,Bakersfield,California,Bakersfield
California,"Auburn, California",2011,,29438.0,Auburn,California,Auburn
California,"Antioch-Pittsburg, California",2011,,34794.0,Antioch-Pittsburg,California,Antioch-Pittsburg
California,"Anaheim, California",2011,,352363.0,Anaheim,California,Anaheim
Colorado,"Winter Park-Fraser, Colorado",2011,,8252.0,Winter Park-Fraser,Colorado,Winter Park-Fraser
Colorado,"Trinidad, Colorado",2011,,4535.0,Trinidad,Colorado,Trinidad
Colorado,"Lamar, Colorado",2011,,1840.0,Lamar,Colorado,Lamar
Colorado,"La Junta, Colorado",2011,,6653.0,La Junta,Colorado,La Junta
Colorado,"Grand Junction, Colorado",2011,,29218.0,Grand Junction,Colorado,Grand Junction
Colorado,"Granby, Colorado",2011,,3621.0,Granby,Colorado,Granby
Colorado,"Glenwood Springs, Colorado",2011,,33776.0,Glenwood Springs,Colorado,Glenwood Springs
Colorado,"Fort Morgan, Colorado",2011,,3191.0,Fort Morgan,Colorado,Fort Morgan
Colorado,"Denver, Colorado",2011,,115342.0,Denver,Colorado,Denver
Connecticut,"Windsor, Connecticut",2011,,10269.0,Windsor,Connecticut,Windsor
Connecticut,"Windsor Locks, Connecticut",2011,,15503.0,Windsor Locks,Connecticut,Windsor Locks
Connecticut,"Wallingford, Connecticut",2011,,15583.0,Wallingford,Connecticut,Wallingford
Connecticut,"Stamford, Connecticut",2011,,385069.0,Stamford,Connecticut,Stamford
Connecticut,"Old Saybrook, Connecticut",2011,,65937.0,Old Saybrook,Connecticut,Old Saybrook
Connecticut,"New London, Connecticut",2011,,165819.0,New London,Connecticut,New London
Connecticut,"New Haven, Connecticut",2011,,740902.0,New Haven,Connecticut,New Haven
Connecticut,"Mystic, Connecticut",2011,,23091.0,Mystic,Connecticut,Mystic
Connecticut,"Meriden, Connecticut",2011,,34582.0,Meriden,Connecticut,Meriden
Connecticut,"Hartford, Connecticut",2011,,173554.0,Hartford,Connecticut,Hartford
Connecticut,"Bridgeport, Connecticut",2011,,76653.0,Bridgeport,Connecticut,Bridgeport
Connecticut,"Berlin, Connecticut",2011,,23465.0,Berlin,Connecticut,Berlin
Delaware,"Wilmington, Delaware",2011,,717772.0,Wilmington,Delaware,Wilmington
Delaware,"Newark, Delaware",2011,,10641.0,Newark,Delaware,Newark
District of Columbia,"Washington Union Station, District of Columbia",2011,,4850685.0,Washington Union Station,District of Columbia,Washington Union Station
Florida,"Winter Park, Florida",2011,,34858.0,Winter Park,Florida,Winter Park
Florida,"Winter Haven, Florida",2011,,26188.0,Winter Haven,Florida,Winter Haven
Florida,"West Palm Beach, Florida",2011,,66303.0,West Palm Beach,Florida,West Palm Beach
Florida,"Tampa, Florida",2011,,140785.0,Tampa,Florida,Tampa
Florida,"Sebring, Florida",2011,,19988.0,Sebring,Florida,Sebring
Florida,"Sanford (Auto Train Station), Florida",2011,,259944.0,Sanford (Auto Train Station),Florida,Sanford (Auto Train Station)
Florida,"Palatka, Florida",2011,,13872.0,Palatka,Florida,Palatka
Florida,"Orlando, Florida",2011,,179142.0,Orlando,Florida,Orlando
Florida,"Okeechobee, Florida",2011,,3976.0,Okeechobee,Florida,Okeechobee
Florida,"Miami, Florida",2011,,94556.0,Miami,Florida,Miami
Florida,"Lakeland, Florida",2011,,24696.0,Lakeland,Florida,Lakeland
Florida,"Kissimmee, Florida",2011,,47823.0,Kissimmee,Florida,Kissimmee
Florida,"Jacksonville, Florida",2011,,74733.0,Jacksonville,Florida,Jacksonville
Florida,"Hollywood, Florida",2011,,39069.0,Hollywood,Florida,Hollywood
Florida,"Fort Lauderdale, Florida",2011,,58907.0,Fort Lauderdale,Florida,Fort Lauderdale
Florida,"Delray Beach, Florida",2011,,12696.0,Delray Beach,Florida,Delray Beach
Florida,"Deland, Florida",2011,,28663.0,Deland,Florida,Deland
Florida,"Deerfield Beach, Florida",2011,,31338.0,Deerfield Beach,Florida,Deerfield Beach
Georgia,"Toccoa, Georgia",2011,,3826.0,Toccoa,Georgia,Toccoa
Georgia,"Savannah, Georgia",2011,,69379.0,Savannah,Georgia,Savannah
Georgia,"Jesup, Georgia",2011,,9900.0,Jesup,Georgia,Jesup
Georgia,"Gainesville, Georgia",2011,,5921.0,Gainesville,Georgia,Gainesville
Georgia,"Atlanta, Georgia",2011,,114938.0,Atlanta,Georgia,Atlanta
Idaho,"Sandpoint, Idaho",2011,,5296.0,Sandpoint,Idaho,Sandpoint
Illinois,"Summit, Illinois",2011,,7914.0,Summit,Illinois,Summit
Illinois,"Springfield, Illinois",2011,,159444.0,Springfield,Illinois,Springfield
Illinois,"Rantoul, Illinois",2011,,4808.0,Rantoul,Illinois,Rantoul
Illinois,"Quincy, Illinois",2011,,50842.0,Quincy,Illinois,Quincy
Illinois,"Princeton, Illinois",2011,,33678.0,Princeton,Illinois,Princeton
Illinois,"Pontiac, Illinois",2011,,13824.0,Pontiac,Illinois,Pontiac
Illinois,"Plano, Illinois",2011,,6188.0,Plano,Illinois,Plano
Illinois,"Naperville, Illinois",2011,,53918.0,Naperville,Illinois,Naperville
Illinois,"Mendota, Illinois",2011,,23768.0,Mendota,Illinois,Mendota
Illinois,"Mattoon, Illinois",2011,,38328.0,Mattoon,Illinois,Mattoon
Illinois,"Macomb, Illinois",2011,,78129.0,Macomb,Illinois,Macomb
Illinois,"Lincoln, Illinois",2011,,17541.0,Lincoln,Illinois,Lincoln
Illinois,"La Grange Road, Illinois",2011,,14868.0,La Grange Road,Illinois,La Grange Road
Illinois,"Kewanee, Illinois",2011,,13936.0,Kewanee,Illinois,Kewanee
Illinois,"Kankakee, Illinois",2011,,19732.0,Kankakee,Illinois,Kankakee
Illinois,"Joliet, Illinois",2011,,54668.0,Joliet,Illinois,Joliet
Illinois,"Homewood, Illinois",2011,,39443.0,Homewood,Illinois,Homewood
Illinois,"Glenview, Illinois",2011,,70494.0,Glenview,Illinois,Glenview
Illinois,"Gilman, Illinois",2011,,2758.0,Gilman,Illinois,Gilman
Illinois,"Galesburg, Illinois",2011,,104208.0,Galesburg,Illinois,Galesburg
Illinois,"Effingham, Illinois",2011,,25641.0,Effingham,Illinois,Effingham
